Group,Time,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99,C100
CONTROL,2.8,1046.0,966.47,1249.51,955.25,1010.37,1138.47,898.0,885.05,1077.56,1124.9,938.93,933.63,965.49,1092.08,1086.03,1229.48,940.93,989.65,1014.66,713.65,848.01,1020.94,1026.61,1047.66,1190.7,999.61,992.81,1048.34,1104.77,974.55,1004.78,980.76,916.63,1141.07,761.39,1153.98,1084.54,1174.73,1210.95,937.07,1017.66,892.78,1049.19,979.63,981.6,1048.02,1084.42,1253.48,927.53,1132.08,1030.47,986.95,1168.49,1148.26,1110.03,1013.11,944.2,999.06,1008.4,1045.87,949.51,909.75,934.2,991.74,815.47,1195.24,961.56,1057.63,979.83,1011.31,825.71,957.6,1084.91,921.01,1148.62,856.81,1022.91,1172.76,1112.37,958.78,1031.38,1164.83,1262.53,856.16,1159.79,1095.7,1057.78,1061.24,1023.64,1037.27,1004.67,1074.98,1519.43,1120.22,1184.96,1051.27,889.87,907.64,1260.82,1018.71
CONTROL,2.9,1085.58,972.36,1260.27,958.47,979.51,1078.69,863.97,876.22,1040.15,1107.34,946.91,940.12,968.58,1088.74,1049.76,1235.53,930.28,948.19,992.8,700.35,857.78,1041.7,1050.51,1052.94,1187.3,1017.15,956.49,1061.91,1072.99,965.32,1037.47,986.74,877.8,1219.58,765.49,1145.34,1049.05,1153.36,1122.42,955.93,1035.92,903.43,1046.34,992.84,955.21,1069.21,1102.51,1231.66,885.9,1156.96,1062.67,984.77,1174.2,1129.37,1077.52,1015.46,929.52,1024.28,1006.82,1061.99,964.91,900.75,927.87,998.46,852.3,1137.85,981.89,1060.03,956.76,1001.3,804.05,979.61,1078.38,945.71,1097.36,826.44,1059.58,1175.01,1056.65,948.71,1080.69,1125.35,1236.72,866.9,1145.54,1102.79,1031.37,1074.66,1026.09,1047.39,1017.01,1070.31,1425.58,1115.34,1179.92,1070.0,881.5,897.17,1240.5,1050.74
CONTROL,3.0,1018.31,1006.88,1237.66,945.23,988.53,1128.12,851.9,888.59,1110.96,1136.16,951.73,896.16,1006.56,1047.92,1050.23,1263.24,931.36,965.93,967.79,704.99,841.62,1060.34,1050.12,1044.85,1162.72,988.19,952.09,1064.14,1085.65,983.67,1091.15,991.93,884.98,1149.64,837.02,1119.81,1032.05,1108.24,1200.64,934.29,1029.52,899.9,1072.05,974.26,950.64,1047.25,1054.79,1256.35,928.72,1135.06,1058.07,982.33,1210.23,1176.1,1111.17,1004.96,946.14,1026.66,995.04,1041.56,951.94,943.3,905.5,980.13,835.78,1167.2,982.19,1068.81,972.2,948.62,807.28,941.53,1101.93,917.11,1137.1,811.78,1085.39,1165.09,1119.94,965.62,1059.14,1146.36,1225.58,878.11,1199.74,1084.63,1018.86,1089.89,1017.95,1024.35,1024.61,1029.81,1405.87,1076.15,1182.27,1102.87,851.53,946.03,1247.88,1051.94
CONTROL,3.1,1033.6,1045.94,1247.1,975.77,960.7,1117.58,861.08,871.27,1114.24,1175.13,912.08,918.01,995.61,1037.12,1080.72,1186.33,956.41,969.9,982.27,715.47,902.39,1074.62,1023.37,1054.66,1175.77,992.58,948.53,1057.68,1062.49,956.51,1036.43,945.49,877.12,1174.87,782.99,1154.7,1066.53,1122.9,1210.21,936.29,1034.03,890.8,1012.87,1010.15,964.48,1093.98,1102.78,1261.86,929.7,1105.97,1074.62,959.57,1178.17,1163.57,1079.4,1020.23,932.13,1017.21,994.56,1001.55,948.27,907.39,929.8,959.51,830.35,1118.62,994.03,1076.48,905.85,967.13,924.98,964.95,1108.29,940.05,1088.99,832.18,1054.22,1180.61,1075.38,928.51,1063.85,1096.18,1214.37,856.3,1194.6,1104.21,1048.5,1081.08,1015.52,1052.45,1045.74,1069.45,1418.67,1132.61,1163.49,1045.98,887.43,878.78,1255.72,1060.71
CONTROL,3.2,1084.02,978.89,1241.37,970.07,961.76,1098.84,868.52,893.94,1073.39,1143.82,936.82,930.0,1001.32,979.11,1056.93,1234.82,944.78,984.12,1002.02,709.25,862.36,1019.87,1043.56,1077.32,1200.4,1016.97,989.59,1036.16,1063.54,934.0,1030.45,967.28,904.57,1160.5,782.74,1113.58,1034.91,1103.4,1231.83,954.21,1034.13,920.41,1043.95,968.44,963.81,1100.77,1071.28,1222.91,914.37,1145.25,1031.32,950.49,1182.9,1181.38,1055.7,1029.65,949.6,986.75,1014.12,1047.5,959.65,1085.81,925.73,1006.94,822.63,1131.28,971.02,1052.56,940.24,966.7,970.44,964.37,1110.59,924.26,1126.65,810.37,1081.89,1150.16,1109.79,930.92,1047.32,1118.01,1255.43,868.79,1185.02,1053.09,1027.41,1075.33,1020.15,1034.61,1021.51,1042.78,1430.04,1110.59,1194.53,1017.37,844.55,913.05,1186.11,1012.42
CONTROL,3.3,1054.94,967.84,1282.56,991.28,983.9,1085.0,853.09,890.93,1084.59,1115.95,994.32,928.48,978.59,1002.48,1048.26,1246.57,954.31,966.99,1023.19,680.54,857.76,1010.98,1049.02,1054.71,1168.25,1002.35,951.69,1006.15,1069.41,973.63,1045.11,963.4,902.38,1173.59,807.22,1106.57,1034.18,1046.69,1200.07,976.29,1003.35,933.86,1048.41,988.39,951.68,1025.46,1040.78,1188.3,906.36,1117.39,1068.79,958.93,1126.96,1178.63,1087.61,1022.4,910.28,988.74,986.47,1032.81,938.13,1138.59,936.55,1015.1,844.22,1171.34,1006.82,1069.9,933.68,966.95,999.53,957.25,1095.4,950.9,1123.27,813.74,1047.94,1151.06,1110.64,935.29,1053.86,1113.38,1215.05,885.08,1159.35,1073.72,1054.08,1089.64,1022.6,1061.71,1005.73,1101.14,1406.07,1090.86,1150.36,1065.9,862.24,914.01,1270.44,1036.8
CONTROL,3.4,1055.28,992.21,1245.34,979.2,979.13,1100.7,838.87,875.59,1094.56,1128.02,942.68,923.09,989.73,1013.28,1066.08,1187.11,923.94,975.19,979.6,708.42,831.1,1016.42,1047.18,1038.2,1161.71,1011.08,983.84,1048.45,1094.53,1016.2,1014.59,983.36,898.26,1153.06,793.99,1141.79,1025.99,1099.28,1180.88,946.03,1012.41,907.71,1052.67,989.98,955.57,1101.24,1055.87,1276.06,930.88,1137.04,1072.39,935.26,1187.4,1198.83,1061.02,1063.44,966.3,1031.72,1025.53,1049.85,955.26,1082.56,942.69,966.01,821.16,1150.75,979.42,1070.26,882.97,972.98,976.56,975.61,1080.34,969.28,1105.71,848.47,1097.55,1181.99,1103.96,958.28,1073.64,1117.69,1224.9,835.84,1153.69,1086.14,1021.99,1092.98,979.79,1038.39,1032.21,1079.1,1346.65,1138.81,1199.22,1040.36,843.76,946.52,1259.06,1026.17
CONTROL,3.5,1030.76,990.93,1268.93,943.31,970.82,1134.36,846.57,877.88,1100.26,1142.07,919.04,904.46,965.68,986.84,1072.39,1249.41,930.3,987.91,959.74,699.38,842.92,1024.56,1050.63,1056.97,1178.09,1015.04,987.57,1060.5,1057.22,964.37,1005.2,973.0,911.5,1149.78,775.59,1154.44,989.61,1049.85,1218.18,976.03,1009.14,873.48,1024.7,958.88,944.39,1044.88,1070.26,1209.55,913.52,1132.37,1064.86,953.55,1150.11,1156.05,1027.26,1015.05,953.37,1002.73,984.2,1037.47,940.75,1103.57,899.52,988.25,819.44,1118.87,998.9,1069.77,918.28,968.38,950.9,976.75,1118.72,952.35,1123.04,819.43,1048.3,1193.81,1097.31,930.91,1084.18,1129.22,1269.31,851.26,1182.9,1090.78,1014.6,1072.45,1014.3,1042.49,999.61,1076.55,1326.62,1096.94,1207.41,1134.05,871.27,920.81,1247.43,996.91
CONTROL,3.6,1007.14,970.61,1235.35,967.83,991.08,1097.7,885.34,871.56,1101.74,1149.59,962.73,924.19,1003.5,1013.49,1051.44,1221.81,955.12,1006.11,990.11,701.96,847.86,1044.68,1040.0,1032.63,1137.16,978.57,975.78,1064.0,1082.37,944.1,1078.35,996.82,875.58,1164.12,807.99,1138.48,1051.24,1055.05,1193.85,895.88,1000.86,915.05,1044.76,995.35,939.65,1026.06,1043.3,1236.28,897.15,1149.17,1097.31,970.56,1140.06,1216.95,1060.16,1027.84,925.49,1001.34,1005.76,1037.41,960.59,1067.54,923.24,1001.4,835.62,1091.65,966.93,1042.08,945.57,974.18,924.21,938.0,1078.9,1059.37,1149.56,800.73,1073.17,1181.47,1107.24,976.6,1041.74,1101.69,1260.15,882.27,1203.71,1073.48,1039.01,1091.1,999.44,1037.53,1002.36,1068.19,1331.83,1128.75,1159.3,1060.56,838.12,954.74,1269.85,1045.08
CONTROL,3.7,1044.96,1018.27,1218.51,974.4,950.67,1111.14,874.64,865.54,1054.26,1135.62,933.6,922.94,997.38,1004.25,1025.5,1243.25,960.76,941.86,970.62,693.8,872.58,1052.63,1063.07,1044.06,1169.54,997.14,974.92,999.07,1065.47,959.55,1063.52,979.89,885.81,1178.07,768.9,1144.11,994.82,1041.55,1184.01,944.31,1001.95,938.8,1078.92,969.91,949.3,1075.87,1042.05,1220.73,928.98,1160.35,1031.46,970.19,1191.21,1160.44,1078.53,1037.06,952.8,1018.02,989.73,1055.84,959.48,1082.83,928.86,988.64,854.13,1135.93,988.48,1063.78,907.19,1004.83,901.23,966.21,1092.78,1101.22,1088.79,822.84,1042.09,1146.91,1091.82,962.72,1062.17,1092.87,1250.38,871.07,1136.03,1091.67,1035.61,1108.64,1009.83,1063.29,1016.87,1079.57,1302.06,1090.66,1158.68,1100.2,853.91,910.26,1263.79,1003.33
CONTROL,3.8,1043.74,997.53,1200.83,913.8,968.87,1091.2,835.66,867.77,1063.68,1123.94,932.72,901.69,990.38,984.89,1039.67,1203.87,950.25,1007.61,978.38,740.36,877.43,1029.23,1054.17,1051.41,1168.51,1002.72,978.99,1046.57,1083.97,961.96,1054.45,965.43,904.39,1146.18,815.61,1108.71,993.06,1037.96,1219.19,939.78,1026.1,925.19,1049.31,990.11,968.04,1083.86,1077.73,1203.32,894.64,1151.75,1075.23,967.24,1209.56,1126.75,1114.76,1025.01,963.24,1013.94,969.39,1039.68,993.91,1034.4,904.11,996.25,812.45,1097.16,941.77,1062.59,914.6,1009.49,874.99,953.11,1052.81,1098.44,1133.57,793.31,1070.72,1212.34,1116.96,958.77,1041.09,1123.41,1360.15,877.21,1134.12,1069.16,1048.88,1054.21,1030.7,1044.21,988.11,1069.25,1284.07,1148.75,1156.16,1023.83,864.13,966.26,1277.7,1059.17
CONTROL,3.9,1015.91,998.62,1212.4,956.05,997.31,1059.77,848.04,860.25,1053.36,1128.69,964.64,902.22,991.19,960.27,1034.68,1242.6,920.05,984.77,1003.37,689.31,881.65,1037.47,1061.77,1005.74,1170.11,1004.38,990.16,1045.42,1051.66,985.25,1077.47,951.01,870.33,1153.45,794.74,1136.09,991.98,1018.52,1209.14,943.73,997.39,896.07,1031.7,969.1,963.86,1102.84,1099.47,1234.08,899.53,1108.5,1075.86,989.43,1144.86,1172.9,1075.99,1013.44,944.21,1007.63,988.42,1034.22,939.51,1152.82,919.78,1029.64,814.48,1097.63,986.44,1068.48,921.45,969.82,889.33,983.65,1051.71,1099.31,1133.66,799.04,1067.85,1168.35,1083.47,937.32,1059.65,1126.47,1356.74,846.21,1140.72,1085.44,1010.79,1049.5,1037.99,1026.03,1008.72,1092.65,1304.77,1126.16,1182.15,1033.97,872.62,903.03,1275.3,1031.84
CONTROL,4.0,1027.24,981.2,1249.9,960.34,985.72,1052.99,907.59,852.59,1059.93,1157.8,948.31,927.2,982.47,990.13,1063.64,1224.67,905.9,962.07,955.33,693.4,835.95,1013.32,1020.12,1036.54,1178.57,964.53,988.49,1071.23,1082.33,975.49,1051.93,959.09,905.76,1150.11,786.88,1122.9,979.61,1028.03,1207.53,894.63,1018.75,899.76,1038.98,978.25,955.86,1058.82,1090.57,1265.14,905.77,1093.41,1043.16,964.81,1164.94,1177.6,1100.1,996.4,953.73,1017.09,1007.62,1003.27,959.27,1179.34,934.22,985.38,832.38,1078.29,983.38,1048.47,872.6,962.47,878.52,949.14,1093.52,1056.84,1122.56,820.43,1048.96,1161.03,1094.24,932.73,1118.4,1142.98,1369.92,844.06,1132.15,1071.99,1024.74,1108.0,1039.73,1053.42,1047.78,1082.74,1303.71,1130.1,1159.94,1033.11,840.14,928.84,1283.21,1011.44
CONTROL,4.1,1039.97,982.3,1214.36,955.81,999.49,1140.98,896.53,868.1,1039.32,1116.24,969.4,895.33,1032.34,978.39,1010.02,1216.54,964.91,968.41,960.61,681.98,875.8,1070.93,1078.97,1046.41,1126.38,984.19,987.12,1011.96,1107.44,982.29,1032.75,951.49,903.48,1164.74,788.98,1118.95,1106.31,1014.17,1180.8,928.39,1016.52,929.54,1038.01,961.12,943.87,1049.91,1078.09,1222.25,897.46,1137.96,1052.25,971.8,1168.93,1138.15,1036.36,1022.34,953.25,982.93,990.54,1021.48,978.52,1138.03,938.49,1164.82,820.93,1104.71,972.29,1042.18,880.03,1001.19,878.41,963.21,1051.79,1040.16,1111.88,798.03,1033.84,1207.93,1084.01,954.43,1059.19,1112.87,1376.65,858.09,1182.04,1097.29,1057.04,1108.17,1029.42,1050.39,1033.64,1054.67,1313.04,1122.83,1124.19,1027.49,862.73,937.78,1307.74,1018.77
CONTROL,4.2,1021.79,998.65,1266.62,990.72,970.32,1140.36,876.46,886.96,1058.34,1122.88,943.66,932.0,1058.53,949.01,1033.71,1275.9,957.11,993.64,1001.87,707.29,852.96,1016.78,1012.2,1047.76,1172.79,977.25,982.93,1078.96,1082.27,953.29,1028.93,989.96,883.68,1175.92,794.58,1110.47,1119.03,1026.32,1184.46,951.76,1038.62,906.93,1043.87,981.91,956.09,1059.5,1115.16,1208.53,910.45,1138.05,1122.43,966.05,1088.91,1158.7,1102.64,1012.55,949.15,1003.23,1024.01,1054.58,957.91,1115.36,940.83,1185.85,819.2,1116.66,1038.12,1087.19,863.28,961.63,859.09,942.02,1073.21,1030.45,1063.0,814.8,1058.05,1146.78,1091.69,882.87,1042.04,1084.55,1409.33,873.66,1175.53,1046.35,1010.26,1129.53,1039.33,1048.44,1006.2,1034.5,1295.91,1126.3,1173.92,1065.5,872.72,944.19,1213.53,1031.18
CONTROL,4.3,1039.42,952.17,1229.44,954.99,990.36,1119.37,860.1,865.38,1093.42,1141.44,946.57,923.98,1005.19,982.54,1074.92,1211.55,942.38,975.08,1019.21,709.03,870.08,1042.26,1019.4,1049.57,1117.03,972.12,974.29,1052.64,1035.96,986.8,1055.46,979.37,926.26,1152.51,816.7,1140.04,1136.37,955.36,1190.41,950.88,1005.29,904.36,1027.16,966.51,941.29,1013.01,1053.23,1233.29,911.04,1087.17,1094.4,981.26,1173.38,1127.77,1088.4,974.86,929.84,974.94,1034.77,1038.04,959.21,1100.77,930.98,1165.35,829.69,1101.09,993.39,1080.14,862.2,976.35,862.02,971.52,1057.31,1050.15,1142.15,830.06,1069.1,1142.1,1082.51,944.02,1063.41,1130.73,1364.14,880.97,1330.81,1069.51,1040.09,1084.94,1015.36,1064.64,1005.83,1086.37,1231.67,1053.06,1177.16,1050.58,890.71,947.05,1287.53,1019.88
CONTROL,4.4,1043.46,963.53,1192.65,981.08,994.13,1098.82,867.11,847.21,1048.75,1212.2,934.87,917.5,1017.85,975.14,1046.86,1218.85,948.52,973.75,970.88,704.16,845.41,1021.64,1029.45,1072.43,1174.08,987.63,995.76,1040.34,1072.46,991.01,1041.84,989.17,883.63,1187.57,803.91,1140.21,1080.1,999.97,1183.1,926.09,1007.27,921.44,1026.44,951.49,957.01,1054.72,1062.92,1201.36,932.23,1111.46,1059.47,952.86,1153.05,1177.86,1091.9,1057.4,922.92,1000.77,1024.5,1032.44,948.97,1096.58,924.01,1206.42,821.82,1090.75,979.11,1044.17,862.06,979.16,860.34,961.49,1088.3,1048.39,1127.62,839.29,1038.32,1161.61,1107.92,917.25,1056.21,1130.56,1312.09,859.2,1351.3,1106.47,1023.05,1087.49,1031.73,1086.26,1013.83,1068.98,1302.46,1106.07,1195.37,1069.46,867.69,920.74,1271.61,983.2
CONTROL,4.5,1042.21,980.93,1243.37,943.56,963.57,1088.27,872.46,847.26,1106.91,1179.28,955.63,926.74,962.22,945.3,1112.12,1213.59,944.03,1000.28,976.26,697.54,850.46,1020.24,985.47,1070.67,1207.17,1011.11,945.06,1042.07,1080.69,936.14,1042.04,979.58,847.7,1137.68,777.43,1100.25,1096.27,1006.53,1180.51,941.42,1028.39,917.23,1052.67,995.91,921.27,1041.88,1082.52,1223.87,902.42,1102.34,1079.14,983.66,1204.12,1192.62,1078.2,1022.51,938.38,1011.52,983.72,1015.2,948.91,1035.37,940.94,1138.46,830.99,1130.62,983.47,1072.49,869.14,1005.58,870.86,957.92,1076.27,995.06,1105.88,826.73,1067.26,1192.42,1079.11,950.34,1055.56,1133.1,1314.73,844.67,1357.6,1064.53,1039.22,1107.12,982.17,1035.0,1037.79,1094.51,1284.4,1138.2,1138.47,1076.29,833.45,917.1,1285.36,1048.67
CONTROL,4.6,1030.92,950.42,1226.61,964.57,979.69,1133.95,872.3,865.8,1077.16,1125.14,971.39,905.69,1020.81,975.02,1025.35,1184.31,941.01,972.85,1005.19,711.4,855.2,1065.94,1071.23,1041.88,1197.56,974.31,966.41,1047.98,1067.79,1008.77,1059.92,996.92,838.57,1146.95,815.97,1146.54,1072.42,968.62,1211.07,919.57,1014.55,913.27,1058.0,983.25,955.49,1087.17,1068.53,1256.48,905.8,1145.85,1068.24,982.32,1172.33,1161.22,1048.15,1017.26,956.46,1037.87,995.38,1021.11,985.04,1052.89,906.85,1115.23,864.49,1100.1,994.78,1069.61,867.72,975.38,833.65,984.81,1295.62,1005.85,1129.5,842.84,1021.12,1160.27,1101.54,906.97,1084.23,1088.14,1309.04,852.88,1352.32,1069.55,1027.45,1103.48,1045.57,1064.52,1033.67,1093.73,1230.9,1117.97,1193.22,1063.94,837.76,924.4,1242.56,1009.63
CONTROL,4.7,1053.84,1011.19,1285.78,958.48,995.33,1103.34,872.54,871.43,1074.37,1147.51,942.12,897.35,1002.52,951.35,1057.83,1251.35,953.37,981.09,1039.77,695.28,863.28,1056.08,1045.36,1069.64,1173.14,977.16,937.51,1073.72,1080.13,975.81,1029.53,971.04,937.27,1187.35,779.12,1111.23,1042.8,987.9,1200.43,952.75,1018.13,942.42,1074.39,983.52,952.18,1095.91,1062.8,1260.7,876.95,1128.84,1091.5,994.21,1183.62,1199.31,1118.23,1032.21,935.66,1035.29,1009.89,1018.34,947.25,1012.17,903.24,1090.19,794.57,1053.45,979.39,1062.4,902.67,997.46,835.75,972.0,1353.82,989.6,1135.37,828.35,1020.93,1183.63,1075.53,930.94,1079.14,1088.63,1319.22,880.07,1329.23,1064.79,1017.58,1055.42,1011.44,1072.93,1047.48,1056.9,1273.79,1095.14,1172.16,1086.24,868.93,931.1,1232.44,1035.48
CONTROL,4.8,1060.03,966.73,1256.12,985.66,996.22,1123.57,850.23,887.52,1047.6,1138.67,932.4,881.7,998.56,933.29,1043.54,1200.25,969.19,1010.94,963.9,708.23,862.15,1086.6,1034.86,1014.14,1182.41,997.87,936.88,1067.43,1099.21,937.9,1062.13,962.09,892.73,1161.46,795.95,1145.42,1014.08,989.13,1186.05,950.29,1022.37,895.01,1042.95,965.49,937.3,1036.63,1097.22,1208.93,904.46,1130.25,1080.67,980.8,1172.73,1164.42,1107.89,1003.49,915.81,1023.74,1003.1,1028.47,970.43,993.82,901.81,1085.08,813.59,1082.09,976.33,1054.31,868.1,981.96,843.38,954.04,1335.1,988.14,1163.92,824.11,1058.32,1168.67,1055.28,945.26,1063.7,1133.23,1355.1,850.42,1307.6,1097.39,1022.03,1117.34,1018.16,1042.41,1040.15,1095.73,1268.5,1093.25,1149.16,1073.82,859.82,896.76,1252.56,1042.84
CONTROL,4.9,1048.15,970.46,1213.68,951.35,994.71,1117.67,902.74,887.51,1090.58,1143.79,931.86,916.2,1009.36,956.28,1034.07,1217.04,947.94,969.22,943.06,713.22,853.57,1030.81,990.61,1058.36,1191.45,976.54,978.96,1045.25,1081.46,950.43,1039.53,978.65,850.06,1146.8,769.02,1118.89,1029.9,982.7,1171.5,930.81,1044.87,886.47,1027.33,965.33,944.35,1055.2,1069.92,1206.91,901.48,1137.56,1059.06,982.51,1174.32,1172.27,1069.83,1058.62,965.43,965.87,1019.76,1050.23,962.06,998.44,940.08,1055.69,827.26,1090.08,995.71,1050.18,861.14,981.9,843.82,931.06,1282.93,1019.85,1109.25,791.99,1041.69,1182.72,1076.87,970.41,1042.33,1120.78,1286.16,858.58,1289.44,1099.35,1030.65,1075.3,1008.64,1121.29,1050.33,1050.95,1218.62,1085.35,1134.12,1046.9,864.54,922.44,1301.56,1028.26
CONTROL,5.0,1024.43,985.15,1241.05,935.43,931.64,1053.4,843.82,879.67,1047.4,1167.57,955.62,934.64,1015.26,919.08,1031.06,1234.45,973.45,964.53,986.68,706.29,870.01,1061.76,1020.03,1054.36,1172.56,984.92,945.69,1039.04,1077.07,979.58,1055.66,961.43,891.32,1210.25,780.2,1136.61,1020.44,973.34,1189.84,922.76,1023.63,929.07,1054.57,1009.36,936.07,1078.2,1077.88,1241.08,941.67,1117.88,1043.92,972.18,1167.38,1113.48,1066.89,1019.13,926.84,1025.19,1043.23,1027.08,921.95,984.18,947.54,1062.09,788.48,1116.3,977.62,1285.92,891.92,973.92,806.42,943.01,1261.43,989.97,1108.7,788.18,1050.37,1123.68,1084.1,974.67,1079.03,1080.27,1267.96,862.53,1251.86,1058.26,1004.46,1112.68,1010.96,1018.33,1031.34,1050.21,1266.67,1113.33,1119.5,1060.84,866.31,908.74,1249.78,1046.03
CONTROL,5.1,1056.71,1008.28,1203.23,996.27,982.79,1065.79,862.69,871.02,1049.82,1115.39,928.34,927.93,992.51,942.89,1060.75,1185.14,921.1,1007.89,999.8,712.18,854.51,1048.79,1044.49,1058.95,1190.74,1028.13,1013.29,1034.7,1071.76,964.08,1030.61,984.8,923.6,1157.3,785.94,1125.72,993.38,973.32,1155.26,947.45,1051.28,919.68,1047.92,1003.35,937.44,1091.28,1094.44,1201.77,918.41,1118.78,1054.88,972.98,1157.52,1190.33,1081.07,1044.9,986.29,987.42,982.72,1040.39,936.13,982.46,932.27,1048.58,831.33,1084.62,954.75,1344.66,895.57,1000.08,805.63,935.76,1282.43,957.33,1121.24,792.91,1067.25,1146.77,1115.41,931.78,1066.11,1115.84,1278.62,865.07,1207.66,1097.99,988.41,1093.16,1017.74,1022.69,1019.36,1041.12,1241.02,1109.51,1148.55,1059.35,864.99,931.81,1251.09,1047.95
CONTROL,5.2,1031.03,977.86,1200.09,928.6,993.88,1118.19,855.47,844.4,1101.08,1136.57,953.95,906.24,975.99,920.77,1038.26,1203.56,950.89,994.76,986.71,729.99,888.1,1006.43,1012.53,1042.02,1184.61,984.27,965.45,1026.33,1068.93,967.12,996.89,983.45,875.35,1205.9,750.36,1135.76,1030.22,972.97,1184.17,944.28,983.52,925.04,986.83,960.36,931.63,1086.46,1059.13,1220.33,882.84,1109.67,1060.69,972.33,1158.16,1172.19,1068.12,1012.84,948.34,995.9,1000.61,1012.61,981.15,977.4,903.23,1056.44,803.21,1070.14,984.76,1349.59,863.26,946.89,815.97,969.59,1230.22,958.62,1107.63,828.71,1076.18,1158.09,1101.97,953.83,1048.1,1126.4,1294.63,872.32,1267.11,1070.66,1027.66,1080.97,990.03,1076.45,1058.55,1040.21,1236.48,1128.83,1184.39,1096.05,839.16,903.89,1249.82,1051.1
CONTROL,5.3,1059.78,963.63,1236.82,966.63,948.94,1104.22,860.63,881.52,1095.14,1155.67,993.5,904.92,984.59,914.69,1091.15,1172.03,934.24,1000.3,1017.59,701.93,865.09,1003.87,1035.77,1019.0,1183.02,998.14,963.5,1087.96,1065.4,1010.54,1038.43,985.94,905.22,1165.47,784.82,1138.02,998.17,992.82,1217.61,949.06,994.4,912.14,1045.63,984.93,940.99,1058.44,1064.76,1232.44,936.65,1119.9,1075.03,974.56,1163.88,1199.22,1032.53,1007.3,929.37,967.27,1008.63,1041.38,955.45,937.98,929.0,1042.92,846.98,1092.33,986.39,1344.08,866.38,987.07,844.56,973.37,1243.38,970.48,1143.95,822.28,1065.49,1216.08,1080.74,942.75,1086.19,1148.22,1292.48,842.57,1271.67,1063.66,997.94,1084.67,997.58,1037.25,993.45,1046.41,1262.66,1122.96,1168.08,1046.74,882.58,942.62,1248.79,999.38
CONTROL,5.4,1019.15,960.34,1251.9,948.81,980.84,1069.06,887.32,855.93,1083.01,1166.84,918.5,921.99,970.88,948.23,1074.3,1182.72,953.09,960.06,1006.89,716.54,887.34,1000.88,1022.05,1055.88,1217.64,987.69,995.63,991.78,1081.19,995.48,1017.76,969.33,900.63,1158.68,768.51,1146.63,1000.68,988.9,1182.79,931.73,1061.1,923.31,1034.27,991.5,924.88,1063.97,1082.97,1201.55,884.08,1117.28,1114.03,993.59,1155.67,1166.76,1088.48,1026.59,958.48,997.78,996.73,1055.12,936.06,986.55,928.26,1026.63,840.15,1065.23,997.69,1289.58,863.74,976.84,850.74,974.66,1208.59,948.81,1088.36,811.43,1073.82,1155.81,1089.84,950.95,1085.48,1107.94,1298.86,870.33,1234.42,1089.82,1022.95,1061.38,986.93,1026.8,1032.18,1066.98,1226.0,1120.04,1149.7,1066.23,862.35,903.92,1290.77,973.61
CONTROL,5.5,1060.52,983.14,1226.28,960.26,988.75,1120.12,851.93,884.79,1102.65,1103.07,916.28,914.68,1004.21,952.93,1044.1,1241.51,960.97,985.76,1009.47,731.15,853.86,1036.59,977.32,1058.96,1157.28,1027.2,982.4,1039.67,1095.67,941.45,1034.06,987.64,869.06,1196.61,782.42,1114.65,975.12,1006.59,1231.47,953.19,1014.17,930.73,1050.45,976.64,946.05,1039.99,1071.96,1217.55,933.47,1110.02,1056.71,991.69,1179.41,1153.3,1056.78,1022.96,931.75,983.68,1008.02,1033.26,942.39,986.64,942.16,1048.89,816.4,1082.33,1011.8,1265.04,855.8,1008.62,838.52,956.59,1162.43,967.86,1104.7,799.58,1065.69,1185.49,1114.98,955.79,1033.75,1143.05,1263.7,865.94,1186.72,1079.27,1003.24,1075.26,1014.23,1062.57,1048.96,1071.69,1222.14,1107.24,1149.01,1066.81,875.35,938.52,1268.67,1019.66
CONTROL,5.6,1041.05,967.2,1267.37,970.79,998.79,1112.16,887.55,873.77,1074.95,1165.69,951.01,903.58,999.21,926.03,1029.36,1168.63,935.42,969.59,973.81,710.11,876.44,1027.62,1042.98,1020.87,1192.56,990.45,983.33,1061.55,1071.24,935.21,1050.64,1007.23,880.81,1166.45,805.79,1124.78,965.32,990.06,1200.62,908.32,1049.04,900.0,1027.54,966.15,951.55,1092.1,1061.84,1157.84,897.34,1118.03,1076.27,969.66,1179.86,1134.21,1062.01,979.89,913.55,1026.46,986.71,1009.01,955.28,932.22,936.98,1017.46,839.33,1045.56,985.57,1218.76,845.51,924.74,800.49,923.88,1180.7,982.62,1085.4,817.32,1054.26,1193.27,1113.64,979.59,1061.36,1097.81,1254.98,888.06,1152.83,1105.41,1044.52,1065.55,988.64,1013.51,991.57,1072.56,1227.92,1101.29,1182.1,1042.26,858.35,930.58,1243.64,1052.73
